Person,Tweet,NEREntityCount,LengthOfTweet,Relevance,Sentiment
Bill Gates,Fact of the day: Bill Gates is richer than Mongolia.,2,52,1,0
Bill Gates,@XboxSupport Bill Gates the richest man and can't even invest in keeping the damn servers protected.,3,100,1,1
Bill Gates,Bill Gates the Quiet died from Oversleeping in  2017.,2,53,1,1
Bill Gates,RT @chrismelberger: young bill gates makes a joke,0,50,2,0
Bill Gates,RT @JODYHiGHROLLER: THiS SHiT GO HARD AS FUCK NO BULLSHiT .. i PUSH NARCODiCS PUSH MY DOLLARS UP TO BiLL GATES WOW !,0,117,1,1
Bill Gates,"RT @FactsInYourFace: Bill Gates, Mark Zuckerberg, and Warren Buffet signed a promise agreeing to give away half their wealth over their lif",6,139,2,0
Bill Gates,@povdameron fucking bill gates .................,0,47,1,1
Bill Gates,"RT @tstringfellow: If you think bout it, Bill gates could be batman.",1,68,1,0
Bill Gates,Bill gates has fucked ma xbox,0,29,1,1
Bill Gates,"If you're an introvert in the business world, these insights will help you thrive. @russfujioka  via @Inc",0,105,2,0
Bill Gates,Bill Gates the Bad became Monarch of Canada in 1255.,2,52,1,1
Bill Gates,@alinastarkovas RAY'S STUDENT IS BILL GATES,2,43,2,0
Bill Gates,"If Bill Gates had a dime for every time a Windows box crashed. . . Oh, wait a minute, he already does.",2,102,1,1
Bill Gates,Check out Bill Gates house. @youtube @billgates,2,48,2,0
Bill Gates,"@XboxSupport your servers are so shit i cant play one fucking game without laggin out of  party or game ""fixs yo shit bill gates""-snoop dogg",0,140,1,1
Bill Gates,I bet Bill Gates would look good as a Woman ha,2,47,1,1
Bill Gates,"RT @WhatTheFFacts: Bill Gates purchased the Da Vinci Codex for $30,802,500, then had it scanned for use as a wallpaper on Windows '95.",2,134,2,0
Bill Gates,Sell narcotics and stack my dollars up to Bill Gates,2,52,1,1
Bill Gates,Donald Trump Wants Bill Gates to 'Close That Internet Up'  #censorship #internet #trump,4,87,2,1
Bill Gates,trying get rich like bill gates,0,31,1,0
Bill Gates,"Zuckerberg, Gates and other tech titans form clean energy investment coalition | Environment | The Guardian ",2,108,2,0
Bill Gates,Iraq is richer than Bill Gates,2,32,1,1
Bill Gates,Like obvs just moved here so I'm making loads of pals whilst sitting in the comfort of my own home thanks bill gates,0,116,1,0
Bill Gates,"Bernie Sanders says Bill Gates rigged the economy and corrupted the politicians before he got wealthy, so that he could become wealthy.",4,135,1,1
Bill Gates,Bill Gates has given away approximately $28 billion and has saved about six million lives since 2007.,2,101,1,0
Bill Gates,"RT @3d_conference_: Bill Gates' worst decisions as CEO, according to a longtime Microsoft exec (MS..  #business http",2,116,1,1
Bill Gates,IM CHOKING BILL GATES EVEN DABBED BETTER THAN THEM,0,50,1,1
Bill Gates,8 Great #BillGates #Business #Quotes  #Microsoft #Windows10 #MicrosoftOffice #CEO #Leader,0,90,2,0
Bill Gates,"Dear Bill Gates, your tablet keeps powering down during important missionary business, do you send techs to Guatemala? -One sad Chels",3,133,1,1
Bill Gates,Top 10 inspirational Bill Gates quotes -,2,42,2,0
Bill Gates,@businessinsider Young Bill Gates has my vote.,2,46,1,0
Bill Gates,People start their own clothing line then walk round like they're Bill Gates,2,76,1,0
Bill Gates,"@Obliiiii_ I'm taking more because you know, A Levels are life and I want to be the next Bill Gates #ALevelsRule",2,112,1,0
Bill Gates,essay my role model bill gates,0,31,1,0
Bill Gates,"RT @DailyTechFacts: Bill Gates earns $250 Us Dollars every second, thats about $20 million a day and $7.2 Billion a year!",2,121,2,0
Bill Gates,RT @LeMeNimu: Einstein: Genius mind Newton: Extraordinary mind Bill gates: Brilliant mind We: Never mind,4,109,1,0
Bill Gates,call me bill gates,0,18,1,0
Bill Gates,RT @815wrldtrvlr: Indian doctors sue Bill Gates for harming children with deadly 'humanitarian' vaccines -,2,108,1,1
Bill Gates,Americas Secret Weapon | Bill Gates | LinkedIn,0,47,1,0
Bill Gates,Bill Gates the Nerdy died from eating a nasty burrito in 1738.,4,62,1,1
Bill Gates,"RT @FusRoMatt: Can't Bill Gates just give me like a million pound, it's nothing to him",2,86,1,1
Bill Gates,How Blue Screen Of Death Crashed Bill Gates' CES Keynote  #BillGates,2,68,2,1
Bill Gates,RT @Kevv44: Someone tell bill gates to put some respect on it!!,0,63,1,1
Bill Gates,where di you live bill gates  #BillGates,0,40,2,0
Bill Gates,@Imported_Fun Bill Gates did not create anything-He stole DOS frm Xerox engineers who hadn't yet patented it Gates is nobody 2b honored,2,135,1,1
Bill Gates,"It's odd to think that one day, Steve Jobs and Bill Gates will be like the Wright brothers to people.",5,101,1,1
Bill Gates,I'll only face swap with Bill Gates.,2,36,1,0
Bill Gates,"@Helix101_Gaming I'll pray to Bill Gates for you, hopefully everything will be okay",2,83,1,0
Bill Gates," admits vaccines are to reduce population growth - KILL YOU!",0,133,1,1
Bill Gates,@itvcorrie Cliff Richard sprang to mind. Or Bill Gates.,4,55,2,0
Bill Gates,Bill gates &amp; awkward,0,26,1,1
Bill Gates,"I could be standing next to the next Obama, Rick Owens, Denzel Washington, Marilyn Monroe, Beyonc , Bill gates, etc. for all I know .",8,133,2,0
Bill Gates,See how Bill Gates did in the #TIME100. Do you agree?  via @TIME,2,64,2,0
Bill Gates,Tell bill gates to fix that shit,0,33,1,1
Bill Gates,#Bill_Gates Rules.......,0,24,1,0
Bill Gates,Bill Gates #Nuclear Ambitions  Ending Poverty Safely #uranium #thorium ,2,72,1,0
Bill Gates,"Your school may have done away with winners and losers, but life hasn't. -Bill Gates",0,84,2,0
Bill Gates,I do not know how to spell this out any better! I would think Bill Gates would be one to listen too!! I know I...,2,114,1,1
Bill Gates,@Microsoft sort out your xbox servers before I smash my xbox off bill gates fucking 90 year old mush #aids,0,106,1,1
Bill Gates,@hearttheism idk but i feel like i could be the second bill gates and they'd still be making fun of me being clumsy and irresponsible lol,0,137,1,1
Bill Gates,When will we ever learn?,0,26,1,1
Bill Gates,"RT @aaron_est_laced: If you don't have more money than Bill Gates, you broke.",2,77,1,1
Bill Gates,"RT @StartupSupaStar: Expectations are a form of first-class truth: If people believe it, it's true. - Bill Gates ",2,113,2,0
Bill Gates,Yo mama so fat Bill Gates couldn't pay for her liposuction,2,58,2,1
Bill Gates,"""What do Bill Gates, Mark Zuckerberg and Elon Musk have in common? They all read, a lot! Happy Book's Day"" (: ",4,110,2,0
Bill Gates,Bill gates research paper,1,26,2,0
Bill Gates,shocking how many of the very large foundations are from relatively recent entrepreneurs,0,91,2,0
Bill Gates,I swear if my bank account loved being full the way my patience loves being tested I'd be Bill Gates #JesusTakeTheWheel,2,119,2,0
Bill Gates,RT @KnowledgeKnock: Bill Gates is richer than 140 of the world's nations.,2,73,1,0
Bill Gates,Bill Gates Has Lost This Much Money So Far In 2016.#money #StockMarket,2,71,1,1
Bill Gates,I wonder if Bill Gates brags about giving scholarships to minorities like bih I'm poor bc of YOU,2,96,1,1
Bill Gates,Bill Gates makes $290 per second.,2,33,1,0
Bill Gates,I be swiping my card like I'm Bill Gates or somebody,2,52,1,0
Bill Gates,RT @CharlesEnwere: So Bill Gates is the Richest Man in the World with $79billion.Can you Imagine having all that Money and He hasn't tasted,2,139,1,0
Bill Gates,"Bill Gates Could End World Hunger, Instead Gives $36 Billion To Corporate America ",2,82,1,1
Bill Gates,RT @JordanBelfort: Bill Gates deserves endless retweets,2,56,1,0
Bill Gates,"@lameesjambi bill gates is not ""innocent"" smart ass geek as I thought..but anyways this is how business is, isn't ?",0,115,1,1
Bill Gates,@BillGates Fuck you Bill Gates you fagot Fuck windows 10 you ruined my PC you cock suckers,2,90,1,1
Bill Gates,@Forbes Fuck you Bill Gates you fagot Fuck windows 10 you ruined my PC you cock suckers,2,87,1,1
Bill Gates,Charity. Now that's some greed. I will always stand for the people like bill gates who have given 53% of his wealth to charity.,0,127,1,0
Bill Gates,@MicrosoftHelps fuck you I've been banned for cussing ?This is like my 3rd time fucking happening step up bill gates,0,117,1,1
Bill Gates,Yay Xbox fucked again. Still waiting for the day Bill Gates dies,2,64,1,1
Bill Gates,Jeremy Clarkson to cars is what Bill Gates is to software,4,57,2,0
Bill Gates,"With a Little Help from Bill Gates, the World Bank Creates a New Aid Conditionality ",2,84,2,0
Bill Gates,Bill gates hating on me !,0,25,1,1
Bill Gates,Bill Gates speaks up on the digital privacy debate.,2,52,2,0
Bill Gates,Why Bill and Melinda Gates Call Themselves Impatient Optimists,3,63,2,1
Bill Gates,Bill Gates is better #worldcup,2,30,1,0
Bill Gates,Damn who you think you is Bill Gates,2,38,2,1
Bill Gates,Bill Gates the Terrible was born in Ohio in 999 AD.,2,51,1,1
Bill Gates,Bill gates life story on DUBAI ONE .. Pretty interesting! #Documentary,0,70,1,0
Bill Gates,"RT @fesja: Bill Gates' philanthropic impact put in perspective. After he started donating, AIDS and Malaria started decreasing ",2,127,1,0
Bill Gates,"Bill Gates , Mark Zuckerberg,  Jesus, Cardi B..  I know y'all can pull y'all resources and put an end to pop up ads!",6,116,2,0
Bill Gates,Bill Gates the Ugly conquered Northridge MS in 1568.,2,52,1,1
Bill Gates,@neverknownfacts lol so wheres bill gates rn gotta go and get a job,0,67,2,0
Bill Gates,I wish I had bill gates fortune,0,31,1,0
Bill Gates,"RT @MrBrexit: Poor Barack Obama and Bill Gates. Every night they cry themselves to sleep wishing the US was ruled by Mexico, Cuba, Panama.",4,138,1,1
Bill Gates,I just found out that Bill Gates is worth more than Richie Rich.,4,64,1,0
Bill Gates,Bill Gates Link To Zika Virus Exposed!,0,39,1,1
Bill Gates,"Can't Bill Gates just give me like a million pound, it's nothing to him",2,71,1,1
Bill Gates,RT @FortuneMagazine: These 3 former business leaders are disrupting medicine,0,77,1,1
Bill Gates,@amazon 4 BILL GATES TO BE SO DISGUSTINGLY PETTY (BLK CAP W EDWIN)...HIS COMPETITION IS FROTHING AT THE MOUTH TO BURY THEM. THAT'S REALITY.,2,139,1,1
Bill Gates,can we just skip to the part where I am Bill Gates and there are at least 9 zeros on the end of this.,2,103,1,0
Bill Gates,"Remember that Bill Gates was an early teen computer genius, he was the one leading the growing up people?",2,105,1,0
Bill Gates,"Ah, Bill Gates was listening to his mother! ",2,44,2,0
Bill Gates,"@Tony_Storton thanks to ... EVIL-Bill-GATES-of-HELL  .. mass-murdering #psychopath &amp; his ""friends"" &amp; the foundation ..",0,126,1,1
Bill Gates,"What Elon Musk, Bill Gates and other successful people do on weekends via @Time  #eainsider ",4,92,1,0
Bill Gates,"@politico why don't they put some capitalists face on their instead? Like Trump, Bill Gates, Rothschild, Zuckerberg, etc.",4,121,1,1
Bill Gates,@KSIOlajidebt I'm sure Bill Gates wouldn't mind getting another one,2,67,2,1
Bill Gates,RT @justlmaotho: If you could have Bill Gates fortune or World Peace what color would your lambourghini be?,2,107,1,0
Bill Gates,RT @FAHDED14: Since bisa is dating Becca my hopes of dating Bill Gates daughter is still alive.#GiftOfSongs #NQG ,3,114,2,0
Bill Gates,"Whether they are Bill Gates, my mum or me we can create #userguides to make the complicated simple ",2,99,1,0
Bill Gates,RT @tamizhan: Devotes 80% of each day to reading,0,49,2,0
Bill Gates,"Parents, let's kick Bill Gates and other corporations OUT of our schools NOW.",2,77,1,1
Bill Gates,When Bill Gates and Obama are saying Britain needs to remain in the EU and Donald Trump says we need to leave..you know we need to stay in.,5,139,1,0
Bill Gates,Bill Gates the Vicious conquered Ohio in 1146.,2,46,1,1
Bill Gates,RT @viveksrn: Successful people read. A lot.,0,45,1,0
Bill Gates,"@abeiku_dadson surest boss, it's beta to live poorly n hav ur freedom dan being caged in Bill Gates hse or?",0,107,1,1
Bill Gates,"Steve Jobs and Bill Gates discuss the PC's future. Jobs' Palo Alto home, 1991 ",4,78,2,0
Bill Gates,RT @Iam_Blvck: Bill Gates said his clique is closed,2,53,2,1
Bill Gates,Great discussion of energy policy and why fossil fuels are greatest:,0,69,2,0
Bill Gates,I need to make some major money transactions with bill gates,0,60,1,0
Bill Gates,Charbrevolution: Bill Gates gave 47k children severe damage and paralysis with his polio programme,2,100,1,1
Bill Gates,Gurmilan and I are the next bill gates just wait on it,1,54,1,0
Bill Gates,2014 article: The crafting of Bill Gates to save the world  @hamishms,2,69,1,0
Bill Gates,RT @m9tch: @twistvh ive only had it 4 months and its already broke what the fuck xbox is shit i hope bill gates dies,0,116,1,1
Bill Gates,@m9tch haha who tf is bill gates i think u mean kevin gates breother xx,0,71,1,1
Bill Gates,Former Apple CEO John Sculleys views of leadership changed when he met Steve Jobs and Bill Gates | @scoopit,6,108,2,0
Bill Gates,You dont have to be Bill Gates to publish on #LinkedIn - It is open to everyone!   #sales #thoughtleadership,2,108,2,0
Bill Gates,I am honored to be recognized as one of Fortune Magazine's Business Leaders who are disrupting healthcare...,0,109,2,1
Bill Gates,- Bill Gates Launches Attacks on Africa's Food Production,0,58,1,1
Bill Gates,"RT @va_shiva: GMO bananas may soon be supermarket staples, thanks to Bill Gates.  @RealNewsTarget",2,97,1,0
Bill Gates,"BUT OUR FAMILY WINS - Bill Gates is ranked # 1 as the richest person in the world today ($75 billion), but the 6... ",2,116,1,0
Bill Gates,Bill Gates  via @forb,2,21,2,0
Bill Gates,"""If international leaders like Bill Gates recognize and admire her, why cant we fellow Filipinos give her the same appreciation?""",2,129,1,0
Bill Gates,RT @trutherbotbrwn: Bill Gates is one of the biggest proponents of mass depopulation.,2,85,1,1
Bill Gates,"@britneyspears ""Bill Gates don't dangle diamonds in the face of pesants when he Microsoftin' in the place""",2,106,1,1
Bill Gates,.@BillGates discusses opportunity and financial access.   #Vision4Dev,0,69,2,0
Bill Gates,RT @skrashen: Bill Gates: huge $ spent on technology has not improved education outcomes.  His solution: Let's do it harder.,2,125,2,0
Bill Gates,RT @Atanasi_: Finally world's billionaire Bill Gates salutes the MPESA innovation. Kenya is indeed a nation to watch.,2,117,2,0
Bill Gates,@pax84111 @BillGates @Xbox360Universe bill gates can go lick my clit,0,68,1,1
Bill Gates,"Why do only a few see the problem? Really not their fault, no one voted for it/knew what it was #CCSS Is not Bill Gates being philanthropic",2,139,1,1
Bill Gates,Charbrevolution: Bill Gates and his polio vaccine harming kids worldwide poor things #unethical,2,97,1,1
Bill Gates,Impatient Optimist Bill Gates In His Own Words,0,47,1,0
Bill Gates,This piece by Bill Gates makes you think......,2,47,1,0
Adolf Hitler,"RT @SadHappyAmazing: Young Adolf Hitler celebrating the announcement of World War I, 1914 ",2,90,2,0
Adolf Hitler,RT @TonyDuheaume: These men are more dangerous than Adolf Hitler &amp; his cronies; they have nukes to back them! ,2,114,2,1
Adolf Hitler,Adolf Hitler comforting a widow at a funeral ,2,45,2,1
Adolf Hitler,"Sometimes I wonder if in the future, we'll be able to remix people. I want a Psy x Adolf Hitler clone.",2,102,1,0
Adolf Hitler,Kat and I just learned about 3 generations prior to Adolf Hitler what the heck,3,78,1,1
Adolf Hitler,RT @HoesSayCardenas: Adolf Hitler School For Friendship and Tolerance,2,69,1,0
Adolf Hitler,I got my ass beat today in ufc by Adolf hitler how's your day been ,1,67,1,1
Adolf Hitler,"Dad: Jefferson hired a new principle Me: What's his name? Dad: Idk Adolf Hitler?",4,80,2,1
Adolf Hitler,Ok Kayla thinks I'm stupid. She just assumed I wouldn't know who Adolf Hitler is,4,80,2,1
Adolf Hitler,Trump is another Adolf Hitler,3,29,1,1
Adolf Hitler,I touched Adolf Hitler because it killed me.,2,44,2,1
Adolf Hitler,He ate Adolf Hitler because it greifed Dave.,3,44,1,1
Adolf Hitler,"Conspiracy Theory: WWII was a diversion. Adolf Hitler's real plot was to pollute the earth's atmosphere using diesel Volkswagens.",2,129,1,1
Adolf Hitler,"@DAaronovitch @NazShahBfd ""....when I said ""gas the Jews"" I didn't realise I wash being offensive, sorry"" Adolf Hitler.....allegedly",2,133,2,1
Adolf Hitler,"@realDonaldTrump  @ THE NEW GEN ADOLF HITLER AYYYYYYYEEEEE fucking fag",0,71,1,1
Adolf Hitler,"One of the most hated men in the world, Adolf Hitler had 42 known assassination attempts on his life!",2,101,1,1
Adolf Hitler,She ate Adolf Hitler because it fleeced Jim.,3,44,1,1
Adolf Hitler,"""If no one comes in the future to stop you from doing it, then how bad of a decision can it really be?"" - Adolf Hitler",2,118,2,1
Adolf Hitler,I licked Adolf Hitler because it rigged my puffle on club penguin.,2,66,2,1
Adolf Hitler,"RT @TGSNTtv: Adolf Hitler the Awakening Has Begun",2,50,1,0
Adolf Hitler,@zalphaprime @ironghazi @firescotch @DJDadMCMom @kremmits hey dumdum #atheism means Adolf (Hitler) is god.  Moran.  Inbisile.,1,125,2,1
Adolf Hitler,@linus2707 @dailytelegraph @TonyAbbottMHR that's because ppl r easily fooled. Adolf Hitler was voted in democratically.I didn't vote for him,2,140,1,1
Adolf Hitler,"RT @HistoryInPics: American and Russian armies mimic and mock Adolf Hitler Hitler's famous balcony at the Chancellery in Berlin, 1945. http",3,139,2,1
Adolf Hitler,I spanked Adolf Hitler because it trapped my puffle on club penguin.,2,68,2,1
Adolf Hitler,"@leducviolet @MKupperman More like Adolf ""Scumbag"" Hitler,",2,58,2,1
Adolf Hitler,"Okay I have OFFICIALLY seen the worst shirt possible it said ""Adolf Hipster"" and had Hitler's FACE on it with some wayfarer-esque sunglasses",1,140,2,1
Adolf Hitler,RT @alinathequeenx: I compared Donald Trump to Adolf Hitler because Hitler promised his ppl the same thing trump is promising Americans. He,5,139,1,1
Adolf Hitler,RT @PoppyQueen67: @DanScavino @DonaldJTrumpJr Ted Cruz scares me. Little too narcissistic like Adolf Hitler,4,107,2,1
Adolf Hitler,"RT @DPRK_News: Furor erupts in England as Lord High Chamberlain Ken Livingstone states that Adolf Hitler was not anti-semitic, but merely a",6,139,2,0
Adolf Hitler,"RT @lahoare: On behalf of twitter, I'd like to thank Ken Livingstone for leaving his gardening to come on television to defend Adolf Hitler.",4,140,2,0
Adolf Hitler,No matter how ridiculous the belief if you constantly feed it to the people they will soon to believe it - Adolf hitler eg. Media,0,129,2,0
Adolf Hitler,14 gifs that sum up the Labour party's absolute nightmare week  ,0,64,2,1
Adolf Hitler,@CNNgo @realDonaldTrump Would @CNN have covered every word spoken by Adolf Hitler in the 1930's too?,2,100,2,0
Adolf Hitler,"@jpinesavag Not a person. But if soldier is a job, depending on causation, you could say Adolf Hitler created more US jobs than anyone else.",2,140,2,0
Adolf Hitler,"Adolf Hitler speech sequence answering Franklin Delano Roosevelt's proposal for peace, 28   ",5,92,2,0
Adolf Hitler,RT @Davidlaz: Trump picks campaign theme echoing 'anti-Semitic national organization that urged the U.S. to appease Adolf Hitler' ,3,130,2,0
Adolf Hitler,"It's only Thursday, but here's Livingstone, Hitler and Labour's clusterfuck of a week:  ",2,88,2,1
Adolf Hitler,RT @Whoosh_Oleander: just logged on to find that our star midfielder has been suspended from football for punching Adolf Hitler. bit harsh.,2,139,2,1
Adolf Hitler,Bad choice of words- urged the United States to appease Adolf Hitler. Trump's 'America First' carries ugly echo @CNN ,2,117,2,1
Adolf Hitler,"Ken Livingstone talking about Adolf Hitler , Disgusting",4,55,2,1
Adolf Hitler,"@EmmaKennedy Adolf Hitler never ""went mad"". A visionary leader who created the most advanced state in the world. ",3,113,1,0
Adolf Hitler,@timothy_stanley Adolf Hitler never supported Zionism &amp; he was a psychopath which is a personality disorder and not insanity.,2,129,1,1
Adolf Hitler,"@bideurtime_ I don't care if they're cunts if they make good music if Adolf Hitler released Scumbag City as a 12"" single I'd rave about it",2,138,2,0
Adolf Hitler,"""The voters turned in masses to Adolf Hitler...He even received support of the traditional ruling classes..."" ",2,110,2,0
Adolf Hitler,i wrote this essay on Adolf Hitler,2,34,1,0
Adolf Hitler,"RT @PHDNM: Happy Birthday Adolf Hitler 2016 ",2,46,2,0
Adolf Hitler,"1. #Mussolini was killed on zis day in 1945.",1,45,2,1
Adolf Hitler,"best but it still places questions about his faith in Adolf hitler as a man, and to the Jews resultingly. Personally, Hitler didn't top",1,135,1,1
Adolf Hitler,What did you learn today in AP Euro? Well I learned that Adolf Hitler had a small dick  hlp,2,91,2,1
Adolf Hitler,Adolf Hitler won a Nobel Peace Prize,2,36,1,0
Adolf Hitler,"RT @WonderfuIPhotos: Adolf Hitler on a walk with Helga Goebbels, 1936....Helga was later killed with cyanide by her parents ",4,124,2,1
Adolf Hitler,"@RichardDawkins @rdfrs  You would commiserate with Adolf Hitler  rather than see him in Hell? And empathize too, I suppose?",2,123,1,1
Adolf Hitler,"RT @ViratKohliBAE_x: @emeraldreshma16 @couchpotato_xo I wish Donald Trump, Adolf Hitler, Benitto Mussolini etc. were uneducated as you said",6,139,1,1
Adolf Hitler,"If I had to take the FSA in a room with Adolf Hitler and Osama Bin Laden and I had a gun with two bullets, I'd shoot myself twice.",5,130,1,1
Adolf Hitler,RT @RubinReport: Hey I found something actually gross and racist. Migrants in Germany chanting 'Adolph Hitler' and 'Allahu Ackbar'. ,1,132,2,1
Adolf Hitler,"RSS was inspired by Adolf Hitler, says writer Arundhati Roy ",4,60,2,0
Adolf Hitler,"Former Mayor of #London #KenLivingstone has been suspended by #Labour after he claimed Adolf Hitler was a supporter of #Zionism @JohnMannMP",2,140,2,1
Adolf Hitler,Ken Livingston is a cunt! Adolf Hitler was a cunt! Benjamin Netanyahu is a cunt! Criticising Israel is not anti-Semitic.,6,120,2,1
Adolf Hitler,Im not Adolf hitler i do not kiiiiill,1,37,1,0
Adolf Hitler,"If I had to choose between Adolf Hitler and my sister, I'd chose Adolf. One of these persons is pure evil, other one is a Nazi.",3,127,2,1
Adolf Hitler,"#bbcdp. Ken Livingstone is ignorant. Adolf Hitler was not mad, but a visionary idealist who delivered high living standards to German people",4,140,1,0
Adolf Hitler,Adolf Hitler once gave a man a medal because he found his joke funny.,2,69,1,0
Adolf Hitler,RT @jsteve372: Adolf Hitler was apparently a Zionist in 1932 before he went mad and killed six million Jews...#KenMustGo,2,120,1,0
Adolf Hitler,Adolf Hitler FAKED His Death.. Also Lived To 95 With His Brazilian Girlfriend! ,2,79,2,0
Adolf Hitler,It is always more difficult to fight against faith than against knowledge - Adolf Hitler,2,88,2,0
Adolf Hitler,Adolf Hitler farted quietly sometimes hoping no one would notice,2,64,2,1
Adolf Hitler,Adolf Hitler is a dick: ,2,24,1,1
Adolf Hitler,"""Hitler was no brute. He was no monster. He was no superman."" - SS Staff Sgt. Rochus Misch [Adolf Hitler's bodyguard] praising him",5,130,1,0
Adolf Hitler,Nazi leader Adolf Hitler loved chocolate cake.,2,46,2,0
Adolf Hitler,"Idk who is more evil, Nathan Bedford Forrest or Adolf Hitler",5,60,1,1
Adolf Hitler,In the mood to become the 2nd Adolf Hitler. Can I kill everyone right now.,2,74,2,1
Adolf Hitler,Trump isn't a saint but holy shit the nerve some people have to compare him to Adolf Hitler is ridiculous.,3,106,1,1
Adolf Hitler,ADOLF HITLER FUCKED IN ASS BY ANNE FRANK WITH STRAP ON:  via @YouTube,2,69,2,1
Adolf Hitler,When u wake up from a nap and realize you have become Adolf Hitler. #relatable ,2,79,2,1
Adolf Hitler,"RT @KindaOffensive_: Jesus Christ may have fed 2,000 people with 5 loaves of bread and 2 fish...but Adolf Hitler made 6 million Jews toast.",4,139,2,0
Adolf Hitler,"""Adolf hitler was misunderstood"" - @reqretting",0,47,1,0
Adolf Hitler,Am I the only one who like Adolf Hitler? ,2,41,1,0
Adolf Hitler,My cousin's girlfriend who is 28 years old doesn't know who Adolf Hitler. This is what happens when you drop out at a early age.,2,128,2,0
Adolf Hitler,"Which is not a moral defense of the pain Adolf Hitler inflicted on his victims. If God scripted that, fuck God. ",2,112,1,1
Adolf Hitler,"If God personally planned everything Hitler did, then God should burn in Hell with Adolf. ",2,90,1,1
Adolf Hitler,"Adolf Hitler and the Nazi party murdered 1 and half Million children, can't get my head round that.  #riseofevil #netflix #crazy #facts",2,135,2,1
Adolf Hitler,"@zalphaprime @ironghazi @ActionB0SS @hungerlordjr @pknocker40 @DJDadMCMom You are a liar, just like your religion's founder, Adolf Hitler.",2,138,2,1
Miley Cyrus,Miley Cyrus Got Me With The Shits,2,33,2,1
Miley Cyrus,Miley Cyrus is so beautiful ,2,28,1,0
Miley Cyrus,RT @intouchweekly: How will #MileyCyrus ever recover from this epic tattoo fail?! Get the details:  ,0,100,1,1
Miley Cyrus,"RT @EFPL18: MILEY CYRUS and Taylor Swift Sounds like she couldnt care less ",4,78,2,1
Miley Cyrus,"If I ever feel like intentionally getting upset, I just look at Miley Cyrus's Instagram",2,87,1,1
Miley Cyrus,RT @Exposing_celebz: Tb to When Miley Cyrus wiped her ass with a Mexican flag and to wen we found out she's a Donald Trump supporter ,4,133,2,1
Miley Cyrus,"RT @omgthinkfunny: When Miley Cyrus is naked and licks a hammer its art and music... but when I do it, Im wasted and have to leave",3,130,1,1
Miley Cyrus,"RT @ChrisRGun: You'd think Miley Cyrus would have enough money to get a decent tattoo, but she looks like she rolled around in a pile of st",3,139,1,1
Miley Cyrus,RT @theharrylibrary: remember when harry was miley cyrus for halloween ,0,71,2,1
Miley Cyrus,RT @moolllllsss: @mxdsl I THOUGHT YOU WHERE GONNA BUST OUT A MILEY CYRUS SONG . ,2,80,2,1
Miley Cyrus,"RT @MTV: Miley Cyrus may have tattooed the wrong planet on her body, but hey... Nobody's perfect:  ",2,99,2,1
Miley Cyrus,"You'd think that from whatever fucking planet she's on, Miley Cyrus would be able to tell the difference between Jupiter and Saturn",2,131,1,1
Miley Cyrus,RT @meanpIastic: Miley Cyrus is soo beautiful  ,2,47,1,0
Miley Cyrus,"RT @MileyUpdateEU: ""I love Miley those rumors are bullshit not true , She's Fantastic and so Talented"" - Adam Levine on Miley Cyrus ",5,132,2,0
Miley Cyrus,Miley cyrus is such a role model,1,32,1,0
Miley Cyrus,Is Miley Cyrus actually that stupid or does she do it for the attention?,2,72,1,1
Miley Cyrus,Miley Cyrus is so fucking stunning ,2,35,1,0
Charlie Sheen,"""Got a dirty dick like Charlie sheen"" - based God",1,49,2,1
Charlie Sheen,@DamieLoveAlways Why do you think Warner Bros. terminated Charlie Sheen from Two and a Half Men. He's only one example of many.,2,127,1,1
Charlie Sheen,"Not a fan of the ""Charlie Sheen"" nickname. Much rather we called him Ricky.",1,75,2,1
Charlie Sheen,Yo Charlie Sheen is making a strong case to keep a spot in this bullpen long-term,3,81,2,0
Charlie Sheen,"Well, that burrito was... I mean, not to compare Charlie Sheen to a burrito but... yeeeeah.",2,91,2,1
Charlie Sheen,I guess Charlie Sheen isn't that winning anymore...,2,51,1,1
Charlie Sheen,"Sweeps happen... a lot. If you're truly upset or think this is anything more than a losing streak, pls have unprotected sex w/ Charlie Sheen",2,140,2,1
Charlie Sheen,"""There's nothing great about it, it's like living next to Charlie Sheen""",0,72,1,1
Charlie Sheen,I'm not sure if this report is true but they did get it right when they outed Charlie Sheen ,2,92,2,1
Charlie Sheen,But Charlie Sheen is still a boss,2,33,1,0
Charlie Sheen,What blows my mind is that Charlie Sheen has aids and he has slept with over 700 girls... that's crazzzyyy but kinda nastyy tbh,2,127,1,1
Charlie Sheen,"RT @paulboinske: hey, i'm like charlie sheen, man, the normal human brain just cannot process me, i'm a friggin rockstar from mars!",0,131,1,0
Charlie Sheen,"@MikeTScribe @ImKeithDavid Oh Charlie, you fkn numbskull....I mean Charlie Sheen, uh, not the people of Vietnam. Loved the KD dialogue!",3,135,2,1
Charlie Sheen,"Charlie Sheen To Get 'up Close And Personal' In An On Stage  :  ,,,",2,67,2,0
Charlie Sheen,Wanna live my life like Charlie Sheen,2,37,1,0
Charlie Sheen,Of course an idiot would use a charlie sheen meme. #Science ,0,60,1,1
Charlie Sheen,That's my show fr  but I prefer the older episodes with Charlie Sheen,2,69,2,1
Charlie Sheen,Charlie Sheen had AIDS so long and just decided to tell us recently. AIDS don't work if you got money bruh.,2,107,2,1
